I_SAMPLE_ID,TRIP_CODE,SCIENTIFICNAME,SPCODE,TAXON_COUNT,COMMENTS
458,FR 04/94,Soleidae - undifferentiated,37462000,1,
458,FR 04/94,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
458,FR 04/94,Synodontidae - undifferentiated,37118906,4,
459,FR 04/94,Acanthopagrus australis,37353004,9,
459,FR 04/94,Argyrosomus japonicus,37354001,1,
459,FR 04/94,Brama spp.,37342900,1,
459,FR 04/94,Callionymidae - undifferentiated,37427917,16,
459,FR 04/94,Creediidae - undifferentiated,37395000,7,
459,FR 04/94,Cynoglossidae - undifferentiated,37463000,17,
459,FR 04/94,Engraulis australis,37086001,4,
459,FR 04/94,Gerres subfasciatus,37349005,5,
459,FR 04/94,Gobiidae - undifferentiated,37428000,1,
459,FR 04/94,Gonostomatidae - undifferentiated,37106912,1,
459,FR 04/94,Helicolenus spp.,37287918,1,
459,FR 04/94,Labridae: Scarinae - undifferentiated,37386000,1,
459,FR 04/94,Mugilidae - undifferentiated,37381000,43,
459,FR 04/94,Neosebastes spp.,37287927,3,
459,FR 04/94,Order Anguilliformes - undifferentiated,37990025,1,
459,FR 04/94,Pempheris spp.,37357903,1,
459,FR 04/94,Platycephalidae - undifferentiated,37296900,68,
459,FR 04/94,Pomacentridae - undifferentiated,37372000,2,
459,FR 04/94,Pseudorhombus spp.,37460919,11,
459,FR 04/94,Rhabdosargus sarba,37353013,4,
459,FR 04/94,Sardinops sagax,37085002,1,
459,FR 04/94,Scorpaenidae - undifferentiated,37287900,5,
459,FR 04/94,Sillago flindersi,37330014,72,
459,FR 04/94,Soleidae - undifferentiated,37462000,6,
459,FR 04/94,Superclass Pisces - undifferentiated,37000000,14,Unidentified as too damaged or unknown
459,FR 04/94,Trachurus novaezelandiae,37337003,22,
460,FR 04/94,Callionymidae - undifferentiated,37427917,2,
460,FR 04/94,Gonorynchus greyi,37141001,1,
460,FR 04/94,Platycephalidae - undifferentiated,37296900,2,
460,FR 04/94,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
461,FR 04/94,Cepola australis,37380001,106,
461,FR 04/94,Cynoglossidae - undifferentiated,37463000,2,
461,FR 04/94,Gonostomatidae - undifferentiated,37106912,1,
461,FR 04/94,Hime spp.,37117902,3,
461,FR 04/94,Mugilidae - undifferentiated,37381000,2,
461,FR 04/94,Myctophidae - undifferentiated,37122000,1,
461,FR 04/94,Order Anguilliformes - undifferentiated,37990025,1,
461,FR 04/94,Percophidae - undifferentiated,37393900,8,
461,FR 04/94,Pseudocaranx georgianus,37337062,1,
461,FR 04/94,Sillago flindersi,37330014,2,
461,FR 04/94,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
461,FR 04/94,Synodontidae - undifferentiated,37118906,3,
461,FR 04/94,Verilus anomalus,37311053,1,
462,FR 04/94,Carangidae - undifferentiated,37337000,1,
462,FR 04/94,Labridae: Scarinae - undifferentiated,37386000,1,
462,FR 04/94,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
463,FR 04/94,Bothidae - undifferentiated,37460922,4,
463,FR 04/94,Callionymidae - undifferentiated,37427917,6,
463,FR 04/94,Cepola australis,37380001,78,
463,FR 04/94,Chrysophrys auratus,37353001,1,
463,FR 04/94,Creediidae - undifferentiated,37395000,1,
463,FR 04/94,Gobiidae - undifferentiated,37428000,1,
463,FR 04/94,Gonostomatidae - undifferentiated,37106912,2,
463,FR 04/94,Hime spp.,37117902,4,
463,FR 04/94,Labridae - undifferentiated,37384000,2,
463,FR 04/94,Macrouridae - undifferentiated,37232929,3,
463,FR 04/94,Melamphaidae - undifferentiated,37251000,1,
463,FR 04/94,Moridae - undifferentiated,37224903,1,
463,FR 04/94,Mugilidae - undifferentiated,37381000,1,
463,FR 04/94,Myctophidae - undifferentiated,37122000,2,
463,FR 04/94,Percophidae - undifferentiated,37393900,13,
463,FR 04/94,Platycephalidae - undifferentiated,37296900,1,
463,FR 04/94,Serranidae subfam. Anthiinae,37311907,16,
463,FR 04/94,Sillago flindersi,37330014,1,
463,FR 04/94,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
463,FR 04/94,Triglidae & Peristediidae - undifferentiated,37288000,1,
464,FR 04/94,Argyrosomus japonicus,37354001,2,
464,FR 04/94,Bothidae - undifferentiated,37460922,30,
464,FR 04/94,Callionymidae - undifferentiated,37427917,5,
464,FR 04/94,Cepola australis,37380001,1,
464,FR 04/94,Champsodontidae - undifferentiated,37401000,1,
464,FR 04/94,Chrysophrys auratus,37353001,3,
464,FR 04/94,Engraulis australis,37086001,1,
464,FR 04/94,Etrumeus teres,37085001,5,
464,FR 04/94,Gobiidae - undifferentiated,37428000,1,
464,FR 04/94,Gonorynchus greyi,37141001,1,
464,FR 04/94,Hime spp.,37117902,17,
464,FR 04/94,Kyphosus spp.,37361903,3,
464,FR 04/94,Labridae - undifferentiated,37384000,1,
464,FR 04/94,Mugilidae - undifferentiated,37381000,2,
464,FR 04/94,Mullidae - undifferentiated,37355000,1,
464,FR 04/94,Myctophidae - undifferentiated,37122000,3,
464,FR 04/94,Pelates spp.,37321908,2,
464,FR 04/94,Pempheris spp.,37357903,1,
464,FR 04/94,Percophidae - undifferentiated,37393900,16,
464,FR 04/94,Platycephalidae - undifferentiated,37296900,55,
464,FR 04/94,Pomacentridae - undifferentiated,37372000,4,
464,FR 04/94,Pseudocaranx georgianus,37337062,3,
464,FR 04/94,Pseudorhombus spp.,37460919,3,
464,FR 04/94,Rhabdosargus sarba,37353013,9,
464,FR 04/94,Sardinops sagax,37085002,1,
464,FR 04/94,Schuettea spp.,37356902,1,
464,FR 04/94,Scorpaenidae - undifferentiated,37287900,3,
464,FR 04/94,Serranidae subfam. Anthiinae,37311907,30,
464,FR 04/94,Sillago flindersi,37330014,59,
464,FR 04/94,Soleidae - undifferentiated,37462000,3,
464,FR 04/94,Superclass Pisces - undifferentiated,37000000,17,Unidentified as too damaged or unknown
464,FR 04/94,Trachurus novaezelandiae,37337003,26,
464,FR 04/94,Verilus anomalus,37311053,6,
465,FR 04/94,Astronesthidae - undifferentiated,37108000,6,
465,FR 04/94,Gonostomatidae - undifferentiated,37106912,2,
465,FR 04/94,Hime spp.,37117902,2,
465,FR 04/94,Macrouridae - undifferentiated,37232929,5,
465,FR 04/94,Melamphaidae - undifferentiated,37251000,6,
465,FR 04/94,Moridae - undifferentiated,37224903,2,
465,FR 04/94,Myctophidae - undifferentiated,37122000,7,
465,FR 04/94,Notosudidae - undifferentiated,37125000,1,
465,FR 04/94,Order Anguilliformes - undifferentiated,37990025,1,
465,FR 04/94,Pinguipedidae - undifferentiated,37390000,4,
465,FR 04/94,Serranidae subfam. Anthiinae,37311907,3,
465,FR 04/94,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
465,FR 04/94,Verilus anomalus,37311053,1,
466,FR 04/94,Bothidae - undifferentiated,37460922,4,
466,FR 04/94,Branchiostegus spp.,37331901,1,
466,FR 04/94,Bregmaceros spp.,37225901,4,
466,FR 04/94,Callanthias australis,37311055,2,
466,FR 04/94,Callionymidae - undifferentiated,37427917,6,
466,FR 04/94,Centroberyx affinis,37258003,12,
466,FR 04/94,Chiasmodontidae - undifferentiated,37402000,1,
466,FR 04/94,Etrumeus teres,37085001,1,
466,FR 04/94,Gobiidae - undifferentiated,37428000,14,
466,FR 04/94,Gonostomatidae - undifferentiated,37106912,15,
466,FR 04/94,Hime spp.,37117902,7,
466,FR 04/94,Hoplichthys spp.,37297901,1,
466,FR 04/94,Howella spp.,37327912,2,
466,FR 04/94,Macroramphosus spp.,37279902,1,
466,FR 04/94,Macrouridae - undifferentiated,37232929,6,
466,FR 04/94,Melamphaidae - undifferentiated,37251000,12,
466,FR 04/94,Myctophidae - undifferentiated,37122000,91,
466,FR 04/94,Notosudidae - undifferentiated,37125000,5,
466,FR 04/94,Order Anguilliformes - undifferentiated,37990025,47,
466,FR 04/94,Percophidae - undifferentiated,37393900,20,
466,FR 04/94,Pinguipedidae - undifferentiated,37390000,6,
466,FR 04/94,Platycephalidae - undifferentiated,37296900,1,
466,FR 04/94,Rhabdosargus sarba,37353013,1,
466,FR 04/94,Scorpaenidae - undifferentiated,37287900,4,
466,FR 04/94,Serranidae subfam. Anthiinae,37311907,86,
466,FR 04/94,Sillaginidae - undifferentiated,37330000,1,
466,FR 04/94,Superclass Pisces - undifferentiated,37000000,21,Unidentified as too damaged or unknown
466,FR 04/94,Trachurus novaezelandiae,37337003,21,
466,FR 04/94,Trichiuridae - undifferentiated,37440000,1,
466,FR 04/94,Triglidae & Peristediidae - undifferentiated,37288000,1,
466,FR 04/94,Verilus anomalus,37311053,11,
467,FR 04/94,Astronesthidae - undifferentiated,37108000,3,
467,FR 04/94,Atypichthys strigatus,37361010,1,
467,FR 04/94,Bothidae - undifferentiated,37460922,3,
467,FR 04/94,Callionymidae - undifferentiated,37427917,3,
467,FR 04/94,Carapidae - undifferentiated,37229000,3,
467,FR 04/94,Centroberyx affinis,37258003,98,
467,FR 04/94,Cheilodactylus spp.,37377902,16,
467,FR 04/94,Chrysophrys auratus,37353001,2,
467,FR 04/94,Creediidae - undifferentiated,37395000,1,
467,FR 04/94,Cynoglossidae - undifferentiated,37463000,1,
467,FR 04/94,Dactyloptena spp.,37308902,1,
467,FR 04/94,Etrumeus teres,37085001,2,
467,FR 04/94,Gobiidae - undifferentiated,37428000,5,
467,FR 04/94,Gonorynchus greyi,37141001,44,
467,FR 04/94,Gonostomatidae - undifferentiated,37106912,9,
467,FR 04/94,Hime spp.,37117902,7,
467,FR 04/94,Labridae - undifferentiated,37384000,1,
467,FR 04/94,Macroramphosus spp.,37279902,24,
467,FR 04/94,Melanostomiidae - undifferentiated,37109000,2,
467,FR 04/94,Mugilidae - undifferentiated,37381000,4,
467,FR 04/94,Mullidae - undifferentiated,37355000,16,
467,FR 04/94,Myctophidae - undifferentiated,37122000,28,
467,FR 04/94,Order Anguilliformes - undifferentiated,37990025,48,
467,FR 04/94,Order Lophiiformes - undifferentiated,37990052,5,
467,FR 04/94,Percophidae - undifferentiated,37393900,8,
467,FR 04/94,Platycephalidae - undifferentiated,37296900,1,
467,FR 04/94,Pomacentridae - undifferentiated,37372000,5,
467,FR 04/94,Pseudocaranx georgianus,37337062,7,
467,FR 04/94,Scorpaenidae - undifferentiated,37287900,51,
467,FR 04/94,Serranidae subfam. Anthiinae,37311907,13,
467,FR 04/94,Sphyraena spp.,37382901,1,
467,FR 04/94,Superclass Pisces - undifferentiated,37000000,29,Unidentified as too damaged or unknown
467,FR 04/94,Synodontidae - undifferentiated,37118906,1,
467,FR 04/94,Tetraodontidae - undifferentiated,37467000,1,
467,FR 04/94,Trachurus novaezelandiae,37337003,28,
467,FR 04/94,Triglidae & Peristediidae - undifferentiated,37288000,1,
467,FR 04/94,Uranoscopidae - undifferentiated,37400000,1,
467,FR 04/94,Verilus anomalus,37311053,2,
468,FR 04/94,Argentinidae - undifferentiated,37097905,9,
468,FR 04/94,Centroberyx affinis,37258003,1,
468,FR 04/94,Cepola australis,37380001,3,
468,FR 04/94,Gobiidae - undifferentiated,37428000,1,
468,FR 04/94,Gonostomatidae - undifferentiated,37106912,1,
468,FR 04/94,Hime spp.,37117902,1,
468,FR 04/94,Macrouridae - undifferentiated,37232929,2,
468,FR 04/94,Melamphaidae - undifferentiated,37251000,2,
468,FR 04/94,Moridae - undifferentiated,37224903,12,
468,FR 04/94,Myctophidae - undifferentiated,37122000,5,
468,FR 04/94,Percophidae - undifferentiated,37393900,1,
468,FR 04/94,Scorpaenidae - undifferentiated,37287900,1,
468,FR 04/94,Serranidae subfam. Anthiinae,37311907,3,
468,FR 04/94,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
469,FR 04/94,Argentinidae - undifferentiated,37097905,2,
469,FR 04/94,Argyrosomus japonicus,37354001,1,
469,FR 04/94,Bothidae - undifferentiated,37460922,1,
469,FR 04/94,Bregmaceros spp.,37225901,5,
469,FR 04/94,Callionymidae - undifferentiated,37427917,9,
469,FR 04/94,Carapidae - undifferentiated,37229000,1,
469,FR 04/94,Centroberyx affinis,37258003,6,
469,FR 04/94,Champsodontidae - undifferentiated,37401000,1,
469,FR 04/94,Gonostomatidae - undifferentiated,37106912,8,
469,FR 04/94,Hime spp.,37117902,8,
469,FR 04/94,Howella spp.,37327912,1,
469,FR 04/94,Labridae: Odacinae - undifferentiated,37385000,1,
469,FR 04/94,Macroramphosus spp.,37279902,1,
469,FR 04/94,Macrouridae - undifferentiated,37232929,21,
469,FR 04/94,Melamphaidae - undifferentiated,37251000,7,
469,FR 04/94,Monacanthidae - undifferentiated,37465903,1,
469,FR 04/94,Moridae - undifferentiated,37224903,1,
469,FR 04/94,Myctophidae - undifferentiated,37122000,49,
469,FR 04/94,Notosudidae - undifferentiated,37125000,1,
469,FR 04/94,Order Anguilliformes - undifferentiated,37990025,12,
469,FR 04/94,Percophidae - undifferentiated,37393900,8,
469,FR 04/94,Pinguipedidae - undifferentiated,37390000,6,
469,FR 04/94,Platycephalidae - undifferentiated,37296900,1,
469,FR 04/94,Pseudorhombus spp.,37460919,1,
469,FR 04/94,Scorpaenidae - undifferentiated,37287900,1,
469,FR 04/94,Serranidae subfam. Anthiinae,37311907,38,
469,FR 04/94,Superclass Pisces - undifferentiated,37000000,18,Unidentified as too damaged or unknown
469,FR 04/94,Trachichthyidae - undifferentiated,37255000,1,
469,FR 04/94,Trachurus novaezelandiae,37337003,14,
469,FR 04/94,Triglidae & Peristediidae - undifferentiated,37288000,4,
469,FR 04/94,Verilus anomalus,37311053,6,
470,FR 04/94,Antigonia spp.,37267901,2,
470,FR 04/94,Arripis trutta,37344002,7,
470,FR 04/94,Bothidae - undifferentiated,37460922,6,
470,FR 04/94,Callionymidae - undifferentiated,37427917,1,
470,FR 04/94,Centroberyx affinis,37258003,130,
470,FR 04/94,Cepola australis,37380001,1,
470,FR 04/94,Cheilodactylus spp.,37377902,9,
470,FR 04/94,Chrysophrys auratus,37353001,3,
470,FR 04/94,Engraulis australis,37086001,6,
470,FR 04/94,Gobiidae - undifferentiated,37428000,5,
470,FR 04/94,Gonorynchus greyi,37141001,3,
470,FR 04/94,Gonostomatidae - undifferentiated,37106912,16,
470,FR 04/94,Hime spp.,37117902,6,
470,FR 04/94,Labridae - undifferentiated,37384000,2,
470,FR 04/94,Labridae: Odacinae - undifferentiated,37385000,7,
470,FR 04/94,Macroramphosus spp.,37279902,18,
470,FR 04/94,Monacanthidae - undifferentiated,37465903,1,
470,FR 04/94,Mullidae - undifferentiated,37355000,5,
470,FR 04/94,Myctophidae - undifferentiated,37122000,32,
470,FR 04/94,Order Anguilliformes - undifferentiated,37990025,53,
470,FR 04/94,Order Lophiiformes - undifferentiated,37990052,1,
470,FR 04/94,Percophidae - undifferentiated,37393900,7,
470,FR 04/94,Pinguipedidae - undifferentiated,37390000,4,
470,FR 04/94,Platycephalidae - undifferentiated,37296900,2,
470,FR 04/94,Pomacentridae - undifferentiated,37372000,5,
470,FR 04/94,Pseudocaranx georgianus,37337062,4,
470,FR 04/94,Pseudorhombus spp.,37460919,1,
470,FR 04/94,Scorpaenidae - undifferentiated,37287900,38,
470,FR 04/94,Serranidae subfam. Anthiinae,37311907,21,
470,FR 04/94,Sphyraena spp.,37382901,2,
470,FR 04/94,Superclass Pisces - undifferentiated,37000000,70,Unidentified as too damaged or unknown
470,FR 04/94,Tetraodontidae - undifferentiated,37467000,1,
470,FR 04/94,Trachurus novaezelandiae,37337003,33,
470,FR 04/94,Triglidae & Peristediidae - undifferentiated,37288000,3,
471,FR 04/94,Acanthistius spp.,37311912,1,
471,FR 04/94,Bothidae - undifferentiated,37460922,1,
471,FR 04/94,Carangidae - undifferentiated,37337000,4,
471,FR 04/94,Centroberyx affinis,37258003,9,
471,FR 04/94,Cheilodactylus spp.,37377902,5,
471,FR 04/94,Gonorynchus greyi,37141001,41,
471,FR 04/94,Gonostomatidae - undifferentiated,37106912,1,
471,FR 04/94,Macroramphosus spp.,37279902,5,
471,FR 04/94,Myctophidae - undifferentiated,37122000,10,
471,FR 04/94,Order Anguilliformes - undifferentiated,37990025,8,
471,FR 04/94,Platycephalidae - undifferentiated,37296900,2,
471,FR 04/94,Pomacentridae - undifferentiated,37372000,2,
471,FR 04/94,Scomberesox saurus,37236001,1,
471,FR 04/94,Scorpaenidae - undifferentiated,37287900,1,
472,FR 04/94,Argentinidae - undifferentiated,37097905,9,
472,FR 04/94,Callionymidae - undifferentiated,37427917,1,
472,FR 04/94,Cepola australis,37380001,3,
472,FR 04/94,Chaetodontidae - undifferentiated,37365900,1,
472,FR 04/94,Hime spp.,37117902,1,
472,FR 04/94,Labridae - undifferentiated,37384000,1,
472,FR 04/94,Melamphaidae - undifferentiated,37251000,1,
472,FR 04/94,Moridae - undifferentiated,37224903,3,
472,FR 04/94,Myctophidae - undifferentiated,37122000,4,
472,FR 04/94,Notosudidae - undifferentiated,37125000,1,
472,FR 04/94,Order Anguilliformes - undifferentiated,37990025,2,
472,FR 04/94,Percophidae - undifferentiated,37393900,1,
472,FR 04/94,Pinguipedidae - undifferentiated,37390000,1,
472,FR 04/94,Serranidae subfam. Anthiinae,37311907,2,
472,FR 04/94,Superclass Pisces - undifferentiated,37000000,4,Unidentified as too damaged or unknown
473,FR 04/94,Carangidae - undifferentiated,37337000,3,
473,FR 04/94,Carapidae - undifferentiated,37229000,2,
473,FR 04/94,Centroberyx affinis,37258003,8,
473,FR 04/94,Cheilodactylus spp.,37377902,2,
473,FR 04/94,Clupeidae - undifferentiated,37085922,1,
473,FR 04/94,Gonorynchus greyi,37141001,19,
473,FR 04/94,Gonostomatidae - undifferentiated,37106912,2,
473,FR 04/94,Labridae - undifferentiated,37384000,1,
473,FR 04/94,Myctophidae - undifferentiated,37122000,6,
473,FR 04/94,Order Anguilliformes - undifferentiated,37990025,2,
473,FR 04/94,Scorpaenidae - undifferentiated,37287900,6,
473,FR 04/94,Superclass Pisces - undifferentiated,37000000,7,Unidentified as too damaged or unknown
474,FR 04/94,Ambassis jacksoniensis,37310012,1,
474,FR 04/94,Argyrosomus japonicus,37354001,1,
474,FR 04/94,Bothidae - undifferentiated,37460922,9,
474,FR 04/94,Bregmaceros spp.,37225901,3,
474,FR 04/94,Callionymidae - undifferentiated,37427917,5,
474,FR 04/94,Carapidae - undifferentiated,37229000,1,
474,FR 04/94,Centroberyx affinis,37258003,36,
474,FR 04/94,Cepola australis,37380001,1,
474,FR 04/94,Champsodontidae - undifferentiated,37401000,1,
474,FR 04/94,Gobiidae - undifferentiated,37428000,1,
474,FR 04/94,Gonostomatidae - undifferentiated,37106912,16,
474,FR 04/94,Hime spp.,37117902,6,
474,FR 04/94,Howella spp.,37327912,3,
474,FR 04/94,Labridae - undifferentiated,37384000,1,
474,FR 04/94,Labridae: Scarinae - undifferentiated,37386000,3,
474,FR 04/94,Macrouridae - undifferentiated,37232929,2,
474,FR 04/94,Melamphaidae - undifferentiated,37251000,7,
474,FR 04/94,Mugilidae - undifferentiated,37381000,1,
474,FR 04/94,Myctophidae - undifferentiated,37122000,122,
474,FR 04/94,Notosudidae - undifferentiated,37125000,1,
474,FR 04/94,Order Anguilliformes - undifferentiated,37990025,61,
474,FR 04/94,Order Lophiiformes - undifferentiated,37990052,1,
474,FR 04/94,Percophidae - undifferentiated,37393900,54,
474,FR 04/94,Pinguipedidae - undifferentiated,37390000,1,
474,FR 04/94,Platycephalidae - undifferentiated,37296900,2,
474,FR 04/94,Pomacentridae - undifferentiated,37372000,1,
474,FR 04/94,Sardinops sagax,37085002,1,
474,FR 04/94,Scorpaenidae - undifferentiated,37287900,5,
474,FR 04/94,Serranidae subfam. Anthiinae,37311907,139,
474,FR 04/94,Soleidae - undifferentiated,37462000,1,
474,FR 04/94,Superclass Pisces - undifferentiated,37000000,21,Unidentified as too damaged or unknown
474,FR 04/94,Trachichthyidae - undifferentiated,37255000,1,
474,FR 04/94,Trachurus novaezelandiae,37337003,23,
474,FR 04/94,Triglidae & Peristediidae - undifferentiated,37288000,2,
474,FR 04/94,Verilus anomalus,37311053,5,
475,FR 04/94,Arripis trutta,37344002,1,
475,FR 04/94,Atypichthys strigatus,37361010,1,
475,FR 04/94,Bothidae - undifferentiated,37460922,3,
475,FR 04/94,Carapidae - undifferentiated,37229000,1,
475,FR 04/94,Centroberyx affinis,37258003,87,
475,FR 04/94,Champsodontidae - undifferentiated,37401000,1,
475,FR 04/94,Cheilodactylus spp.,37377902,6,
475,FR 04/94,Chrysophrys auratus,37353001,1,
475,FR 04/94,Engraulis australis,37086001,1,
475,FR 04/94,Gobiidae - undifferentiated,37428000,4,
475,FR 04/94,Gonorynchus greyi,37141001,171,
475,FR 04/94,Gonostomatidae - undifferentiated,37106912,40,
475,FR 04/94,Hime spp.,37117902,4,
475,FR 04/94,Labridae: Odacinae - undifferentiated,37385000,3,
475,FR 04/94,Labridae: Scarinae - undifferentiated,37386000,2,
475,FR 04/94,Macroramphosus spp.,37279902,26,
